node_id,Built_Area_area_50m,Rangeland_area_50m,Trees_area_50m,Water_area_50m,Bare_Ground_area_50m,Crops_area_50m,Flooded_Vegetation_area_50m,Built_Area_area_100m,Rangeland_area_100m,Trees_area_100m,Water_area_100m,Bare_Ground_area_100m,Crops_area_100m,Flooded_Vegetation_area_100m,Built_Area_area_200m,Rangeland_area_200m,Trees_area_200m,Water_area_200m,Bare_Ground_area_200m,Crops_area_200m,Flooded_Vegetation_area_200m,Built_Area_area_300m,Rangeland_area_300m,Trees_area_300m,Water_area_300m,Bare_Ground_area_300m,Crops_area_300m,Flooded_Vegetation_area_300m,Built_Area_area_500m,Crops_area_500m,Flooded_Vegetation_area_500m,Rangeland_area_500m,Trees_area_500m,Water_area_500m,Bare_Ground_area_500m,Bare_Ground_area_1000m,Built_Area_area_1000m,Crops_area_1000m,Flooded_Vegetation_area_1000m,Rangeland_area_1000m,Trees_area_1000m,Water_area_1000m,Bare_Ground_area_2000m,Built_Area_area_2000m,Crops_area_2000m,Flooded_Vegetation_area_2000m,Rangeland_area_2000m,Trees_area_2000m,Water_area_2000m,Bare_Ground_area_3000m,Built_Area_area_3000m,Crops_area_3000m,Flooded_Vegetation_area_3000m,Rangeland_area_3000m,Trees_area_3000m,Water_area_3000m,Bare_Ground_area_4000m,Built_Area_area_4000m,Crops_area_4000m,Flooded_Vegetation_area_4000m,Rangeland_area_4000m,Trees_area_4000m,Water_area_4000m,Bare_Ground_area_5000m,Built_Area_area_5000m,Crops_area_5000m,Flooded_Vegetation_area_5000m,Rangeland_area_5000m,Trees_area_5000m,Water_area_5000m,Industrial_area_50m,Industrial_area_100m,Industrial_area_200m,Industrial_area_300m,Industrial_area_500m,Industrial_area_1000m,Industrial_area_2000m,Industrial_area_3000m,Industrial_area_4000m,Industrial_area_5000m,total_AADT_50m,total_AADT_100m,total_AADT_200m,total_AADT_300m,total_AADT_500m,total_AADT_1000m,total_AADT_2000m,total_AADT_3000m,total_AADT_4000m,total_AADT_5000m,total_road_length_50m,total_road_length_100m,total_road_length_200m,total_road_length_300m,total_road_length_500m,total_road_length_1000m,total_road_length_2000m,total_road_length_3000m,total_road_length_4000m,total_road_length_5000m,avg_ndvi_50m,avg_ndvi_100m,avg_ndvi_200m,avg_ndvi_300m,avg_ndvi_500m,avg_ndvi_1000m,avg_ndvi_2000m,avg_ndvi_3000m,avg_ndvi_4000m,avg_ndvi_5000m,avg_pop_dens_50m,avg_pop_dens_100m,avg_pop_dens_200m,avg_pop_dens_300m,avg_pop_dens_500m,avg_pop_dens_1000m,avg_pop_dens_2000m,avg_pop_dens_3000m,avg_pop_dens_4000m,avg_pop_dens_5000m
13,7841.371226264043,0.0,0.0,0.0,0,0,0,31365.484905398072,0.0,0.0,0.0,0,0,0,125461.93962217889,0.0,0.0,0.0,0,0,0,282289.3641497201,0.0,0.0,0.0,0,0,0,784137.1226365125,0.0,0.0,0.0,0.0,0.0,0,0.0,3134947.34073396,0.0,0.0,1601.1498094054814,0.0,0.0,0.0,12358607.263389288,0.0,0.0,187586.6064055392,0.0,0.0,867.6353740717573,26797025.1091049,27321.583659977605,0.0,1118053.012728398,172886.25093952226,112781.8385609105,5261.391108414294,41503067.945315585,580430.6207629688,176226.0710034153,5106272.804766909,1290150.6096713117,1523364.5929209925,78557.32015950423,58529059.11404406,588264.583669841,234785.72441803827,8593794.92004927,2614541.1649750215,7774718.795112383,0.0,0.0,0.0,0.0,0.0,40146.4007491581,1072282.3641987261,4582915.999507189,8431855.012390828,13151949.65836419,0.0,0.0,0.0,0.0,0.0,0.0,1470000.0,4480000.0,7473600.0,9660200.0,0.0,0.0,0.0,0.0,0.0,0.0,9030.999068276064,32814.50245354958,67406.01886942347,96371.51340639473,0.07161275047769534,0.08031828182713695,0.08847198935513795,0.0941541230168682,0.11647488662087306,0.11630114232180441,0.12482671306305464,0.13346900296193934,0.14324738595990466,0.13937144654160358,14603.642929088273,15365.924851743728,15652.85534736576,15732.875869383708,15368.633900719762,14545.354128889885,11742.81435904064,9223.325047701626,6825.429346782792,5357.595971660788
14,7841.371226235212,0.0,0.0,0.0,0,0,0,31365.484905614,0.0,0.0,0.0,0,0,0,125461.93962109454,0.0,0.0,0.0,0,0,0,270739.14780452836,11550.21648155541,0.0,0.0,0,0,0,725755.1102210291,0.0,0.0,58382.01526071443,0.0,0.0,0,0.0,3031773.530507128,0.0,0.0,104774.96004130799,0.0,0.0,0.0,12130356.869384868,0.0,0.0,341567.73010775435,71332.61717902879,2936.72080344161,0.0,25334134.232136168,10130.679910864175,0.0,2222033.7184426957,625310.6364207448,37326.6676085364,1889.9289274559123,40816735.42898374,175536.3435642108,2193.512854213728,5424937.056832781,1848737.5805314274,1914747.4986923977,75231.26160313863,56807344.67395377,591029.9907083529,220274.35686746726,9905003.726986099,3512296.8366119657,7302532.672226014,0.0,0.0,0.0,0.0,0.0,0.0,449778.4855299647,3222465.625258721,5444153.770946415,8759358.734675124,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,3670000.0,5910000.0,8613600.0,0.0,0.0,0.0,0.0,0.0,3843.5681042597234,13170.237379395572,29981.377293890146,53676.032875194316,84295.3508626415,0.0647000905688871,0.08015737882282635,0.1062630126129707,0.12876383456902674,0.14968366840971864,0.14159664771894565,0.14652875814119573,0.16350333776478176,0.16083560217893292,0.1523682081575502,11270.8,11270.8,11222.429184290972,11174.11727791934,11113.1620543592,11043.40928585311,10476.461142122793,7853.826085812873,6611.401670383998,5617.4585427450365
15,7841.371226306972,0.0,0.0,0.0,0,0,0,31365.484905534075,0.0,0.0,0.0,0,0,0,125461.93962223158,0.0,0.0,0.0,0,0,0,279987.75407794665,2301.610071073726,0.0,0.0,0,0,0,758253.0809737406,0.0,0.0,8669.708579836783,17214.33660738378,0.0,0,0.0,2917620.9279640215,0.0,0.0,140107.57244024577,78820.00890550761,0.0,0.0,10877337.926712312,0.0,0.0,1288805.9021459338,213356.98361253671,166693.32381685282,17812.31274328265,20175247.35288567,388224.4483762212,0.0,3510622.5591720697,718628.6872303165,3418401.08888325,93444.99623634428,29157888.814673834,481233.04306867765,0.0,8942586.920692602,2498848.592029991,9010777.405901978,107774.91424500893,38713223.08392013,552324.6938231401,0.0,17371482.59221618,4344553.524775678,17324353.377160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092.6860053616015,2166740.0155450925,4454732.508602631,0.0,0.0,0.0,0.0,0.0,923000.0,2253000.0,2253000.0,2973000.0,3681000.0,0.0,0.0,165.95363723050858,1754.442643211522,3645.453359827707,9379.353058105455,19681.509329991568,31073.46613867251,44012.36659620373,59212.68944883907,0.09220615716930107,0.11030327659810191,0.15457707798791132,0.17126633515934114,0.18286763667145897,0.18652638864682017,0.19733397256043017,0.17901834468545322,0.1737977431545407,0.16782119634525983,3570.7,3570.7,3570.7,4109.210500601104,5057.266227602119,5471.069234837366,4794.130256905016,3865.280021229687,3114.4055094610685,2724.1904082273572
16,7841.371226265557,0.0,0.0,0.0,0,0,0,30917.140743403874,0.0,448.34419160296426,0.0,0,0,0,96299.4503382405,0.0,29162.489350114254,0.0,0,0,0,197891.8726559666,0.0,84397.49162790277,0.0,0,0,0,476196.75415503676,0.0,0.0,1601.1180439036652,306339.2516821826,0.0,0,0.0,2284597.4868567893,0.0,0.0,32558.407402422807,819392.5857151548,0.0,0.0,8265426.865674569,8773.50867944549,0.0,2052784.8859330332,2219208.634208025,0.0,1601.1135719664112,18841400.99322679,48533.62748260388,0.0,5325783.437222702,3999109.9863143987,12508.809519477703,1601.1135719664112,31534012.64219694,56117.95815619378,0.0,11313559.906900855,7231004.977005418,48481.196763194355,33623.325828338624,40877998.18593067,395228.3654499463,0.0,22423861.671722174,11938785.517942727,2744220.431491734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221581.3589043174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418000.0,3195000.0,5135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13227.073193451339,31490.25001706707,51970.40463076491,0.06662579726176306,0.17348086796524947,0.25648040975061137,0.2670523935083486,0.2628380954935003,0.24941643790115645,0.24886211396863891,0.24584031952118646,0.24879363035494503,0.24721956086068483,1638.3,1655.8904106014818,1690.5220481076083,1707.9263694660451,1776.4912174449425,2095.947197949191,2372.9719275936172,2847.2028080371156,2898.199499346017,2802.6876173725655
17,7841.371226243304,0.0,0.0,0.0,0,0,0,29941.400760337794,0.0,1424.0841492602797,0.0,0,0,0,111599.29761812305,7157.916805787625,6704.72520897676,0.0,0,0,0,232940.89600341194,38490.33215847594,10858.1361235221,0.0,0,0,0,645328.2338183433,0.0,0.0,61943.68061872919,76865.21126386391,0.0,0,0.0,2851241.569926272,0.0,0.0,148473.0823153463,124325.02823493787,12508.809519477703,0.0,11284053.989449201,0.0,0.0,705015.1427084331,544615.8749627463,12508.809519477703,0.0,24361993.2221363,700.4881453476304,0.0,1537045.0445196312,1607567.6509063235,721630.5841023511,1601.1135719664112,36339500.90157083,56539.3183406728,0.0,5336279.237008895,3536359.2725962545,4914501.517812776,1601.1135719664112,48058423.00182321,207732.82078810444,0.0,11260584.55467227,7065223.453619456,11820156.99027672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277769.0165958555,979061.5310487617,0.0,0.0,0.0,0.0,0.0,698000.0,1418000.0,2848000.0,4503000.0,5135000.0,0.0,0.0,0.0,0.0,0.0,6161.510192796635,15226.77756580802,27616.83514896887,41176.716676621116,55425.570146221304,0.1451011610545462,0.2155791581558409,0.2506627811994443,0.2437132771794261,0.23708032931721124,0.21564909459016293,0.20158346740758032,0.19701404622203633,0.1886439603250584,0.18423754644860213,3204.1,3204.1,3204.1,3204.1,3204.1,3384.2219918846135,4018.7000797673913,4508.878281875723,4223.597491470251,3470.6560148809936
19,7841.371226451339,0.0,0.0,0.0,0,0,0,31365.484905395817,0.0,0.0,0.0,0,0,0,125461.93962165694,0.0,0.0,0.0,0,0,0,282289.3641496521,0.0,0.0,0.0,0,0,0,784137.1226361819,0.0,0.0,0.0,0.0,0.0,0,0.0,3129285.0117432075,0.0,0.0,912.9067939989295,6350.578299724216,0.0,0.0,11976324.006715331,5817.751755741283,0.0,360533.43608504697,162489.70255583347,41029.14615013555,0.0,25238664.91754231,8005.690858068921,0.0,1171709.2392067504,643409.0970574904,1167147.5228150182,600.4207796187941,37232617.45025225,10707.620233278998,0.0,4367811.590009587,2648803.9805008764,5924237.57172395,600.4207796187941,49807781.21954764,31410.574008759846,73.40343911888003,9430175.558502087,6003098.72539131,13140575.676646935,0.0,0.0,0.0,0.0,0.0,0.0,97916.83252895839,545078.5420853308,1178880.8135136017,2205004.6579462714,0.0,0.0,0.0,0.0,0.0,1428000.0,2150000.0,3580000.0,4316000.0,6719000.0,0.0,0.0,0.0,0.0,0.0,9451.883330678073,20653.462136845264,32030.525605410014,43248.68929189427,56549.42070985508,0.04997742641848234,0.08233443641573666,0.14246402901558583,0.14065892892856455,0.14227842265714885,0.16543857611272622,0.18688392122756023,0.17941350621748217,0.17202710168701435,0.16742122569279577,4480.1,4480.1,4480.1,4480.1,4480.1,4968.162362311059,5274.257868262891,5046.778633399037,4506.90600887341,4216.62582399062
20,7841.371226394856,0.0,0.0,0.0,0,0,0,31365.48490534751,0.0,0.0,0.0,0,0,0,125461.93962178551,0.0,0.0,0.0,0,0,0,282289.36414880236,0.0,0.0,0.0,0,0,0,784137.1226349969,0.0,0.0,0.0,0.0,0.0,0,0.0,3118696.112160795,0.0,0.0,0.0,0.0,17852.389031143583,0.0,11701868.227516187,0.0,0.0,99133.36672189352,16629.733486195353,728562.8744873406,68949.94950601562,23469751.77785365,200.14560085972636,5904.228482633075,734096.5168579124,159864.22872160235,3790169.8811992756,68949.94950601562,35329478.1887915,197437.5841835279,80876.17868647979,1819353.8992014346,162217.86841212513,12526460.10887808,118731.25413685487,48328196.61590669,495827.68940415705,235871.78765001163,3846416.3144214214,814004.8408230244,24574656.67366742,0.0,0.0,0.0,3576.868622203086,29071.16301852736,222955.12054484047,1780148.8321751452,5461847.589272521,8952415.167692913,12834433.295056952,0.0,0.0,0.0,0.0,170000.0,340000.0,1006000.0,2472000.0,7312200.0,8762200.0,0.0,0.0,0.0,0.0,1786.6994299699431,7508.342185417612,20067.611023338315,33043.72157669482,68514.47973464531,92811.32749079377,0.0986637812324956,0.09493961319736428,0.1168154393614697,0.12910152675036388,0.11189503607124007,0.09369653580008469,0.08639484784229821,0.09037427866107167,0.07928736824914609,0.07956559680168714,11154.1,11154.1,11154.1,11154.1,10544.745503675753,9707.110853369777,7675.475721272063,6129.6506233684695,5428.202305266366,4733.028307114668
21,7841.3712263585285,0.0,0.0,0.0,0,0,0,31365.48490522009,0.0,0.0,0.0,0,0,0,125461.93962242937,0.0,0.0,0.0,0,0,0,282289.36414922564,0.0,0.0,0.0,0,0,0,768467.8178556918,0.0,0.0,0.0,0.0,15669.304926690284,0,0.0,2665772.605149188,0.0,0.0,138580.82333996033,21763.74311613225,310431.35929076665,10398.682756230832,8741719.770925134,0.0,0.0,471542.5971895915,156513.73056599387,3166019.3215088095,68949.94950601562,16820252.820684727,33270.87287518322,46012.47278103395,865884.039938631,179005.7052046515,10215559.14351319,68949.94950601562,24876414.894157458,329089.72519895266,120565.99275592707,2439380.380863516,305251.0698027576,22045120.428574435,179530.86800745744,33814629.81175221,507857.66434496734,235771.7221936505,4104785.5561405127,568215.9576639138,39002918.18438849,508.15124256363174,11563.889629800999,65420.504345788155,108686.37798717705,220593.23636894018,942427.8707171205,3560603.288540622,7856907.514651611,10328718.7224613,12424110.206442788,0.0,0.0,0.0,0.0,288000.0,288000.0,1228000.0,1842000.0,1842000.0,3332000.0,0.0,0.0,0.0,871.2003366265633,3073.406469741029,7938.309944339733,19042.878290063327,28956.59969092172,36140.82196257498,47057.06290745878,0.09202778319129155,0.10196799756475348,0.12340286330435275,0.12058925813607921,0.12467971902911412,0.10468827228879946,0.07244624006330388,0.05591756193845749,0.05003978244614977,0.04576250703068607,594.4,594.4,594.4,594.4,594.4,964.1715047418742,2300.7955544328042,2732.7793762478527,2901.487620487435,3063.071114693647
22,7841.371226494699,0.0,0.0,0.0,0,0,0,31365.484905663354,0.0,0.0,0.0,0,0,0,118726.99086952215,6734.948826555691,0.0,0.0,0,0,0,252125.93433950245,30163.4303437354,0.0,0.0,0,0,0,743507.9969650644,0.0,0.0,40629.125670810965,0.0,0.0,0,0.0,3095919.364872982,0.0,0.0,40629.125670810965,0.0,0.0,0.0,12487270.508322027,0.0,0.0,58923.585171151935,0.0,0.0,0.0,26491077.532935094,0.0,8759.73973411859,463619.3980980118,499944.11552987003,765535.5734537586,18566.364043259928,40166281.0080612,0.0,10007.158908879435,3125440.7249483215,2188698.267142178,4675782.813548794,68949.94950601562,55548971.37524354,266617.5737401197,80746.27436094095,6998997.21064194,4357955.332803156,11091467.773431107,0.0,0.0,0.0,0.0,0.0,0.0,318730.73676050635,1568838.1398281357,4899601.545279773,9540053.590357685,0.0,0.0,0.0,0.0,0.0,0.0,4655600.0,6924200.0,8658200.0,11196400.0,0.0,0.0,0.0,0.0,0.0,864.5840178521632,26626.79985521643,54458.07058480928,79811.72943480033,103679.52306386258,0.09520168834862396,0.10565828991642301,0.13679788737873547,0.1501637712066673,0.13210579890262455,0.11493867144497498,0.1136480981379917,0.12429761373786007,0.12853854023894545,0.1339367898461,9733.750106307372,10431.763466756875,10760.358757616656,10848.982407387053,10912.929111307412,11144.472610926057,10592.350716727115,9000.149890230115,6885.467132146207,5709.290782620234
23,7841.371226354755,0.0,0.0,0.0,0,0,0,31365.484905375855,0.0,0.0,0.0,0,0,0,125461.93962195609,0.0,0.0,0.0,0,0,0,282289.36414985557,0.0,0.0,0.0,0,0,0,769690.4758557936,0.0,0.0,0.0,14446.645322837125,0.0,0,0.0,2485549.8666963507,0.0,0.0,169725.36031453343,481273.25620056567,0.0,0.0,8259532.679006792,0.0,0.0,2291142.868057696,1995518.2536083492,0.0,0.0,19138532.376346007,0.0,0.0,4896123.634432895,4194279.9920044034,0.0,600.4207796187941,36568095.91404878,7205.121842914474,4102.93042624636,7055371.394231573,6359937.503750249,189463.79834368298,15903.791319553553,56545235.71434815,7205.121842914474,10007.158908879435,9437938.780596528,9510896.427693702,2886524.8739889427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83946.55536523566,653337.2537480309,2323784.9985995325,0.0,0.0,0.0,0.0,0.0,746000.0,3875600.0,6542200.0,8752200.0,12266400.0,0.0,0.0,0.0,0.0,0.0,2639.6808431799154,20393.312085568752,40725.43264820613,64915.660815415155,91140.84176954304,0.13932596193078395,0.13927619784634143,0.16379081036770615,0.15529532721091868,0.15435936882790977,0.1987750657483921,0.2141917574264551,0.21064514034248574,0.20033049894738594,0.18687211161705944,5839.8,5839.8,5923.194135239468,5988.674327468842,6136.633552858477,5634.277339733692,5554.970456254345,5855.188396027316,6301.7500999018475,5923.243245702005
24,7841.371226460534,0.0,0.0,0.0,0,0,0,31365.484905509227,0.0,0.0,0.0,0,0,0,123023.91391052832,2438.0256133394646,0.0,0.0,0,0,0,256189.87141304853,26099.492018764326,0.0,0.0,0,0,0,682966.515817199,0.0,0.0,87837.39904877332,13333.205914657574,0.0,0,0.0,2053599.3074990467,0.0,0.0,339410.67879553704,743538.4897738423,0.0,0.0,7593643.966758032,0.0,0.0,2304534.6889870833,2648015.0162911816,0.0,0.0,16330364.553446438,0.0,0.0,6005732.60914319,5892837.687750202,0.0,18012.539603618854,29323917.166874956,0.0,10007.158908879435,8807917.170474293,10574542.019415664,1450379.7169468857,60242.53104874202,46020618.322695814,4303.057584965253,10707.655583815875,11495653.968760058,14284192.202217622,6537995.189616505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5936.5315570275425,845874.7983008294,889261.6583929755,0.0,0.0,0.0,0.0,0.0,0.0,1660200.0,5138400.0,8650400.0,12210200.0,0.0,0.0,0.0,0.0,0.0,0.0,13575.80425141689,43980.18413252666,68796.5324809914,91553.4040386604,0.1150184178986479,0.1355759738574232,0.2015283593599393,0.24404272420276518,0.2377326136904068,0.2532778165319695,0.2336875203672377,0.2316527491991078,0.21902356864755726,0.1978112862422198,3126.7,3126.7,3126.7,3126.7,3276.025451722446,3536.841000402489,4340.859654855994,4784.4276472665815,4727.428576164116,4974.041222126541
25,7841.37122647048,0.0,0.0,0.0,0,0,0,31365.484905748828,0.0,0.0,0.0,0,0,0,125461.93962184247,0.0,0.0,0.0,0,0,0,282289.36414870125,0.0,0.0,0.0,0,0,0,723638.1875430752,0.0,0.0,2701.910089530323,57797.02470362745,0.0,0,0.0,2867699.0789460023,0.0,0.0,65405.59906819252,203443.805521781,0.0,0.0,11015614.344095662,0.0,0.0,592741.7020090369,937838.0153774901,0.0,0.0,20313593.02129127,0.0,9531.70232838564,3278878.8245743047,3342771.8632059246,1284160.6107777427,41629.570665504376,30928739.116563313,0.0,10707.655583815875,7371295.003204568,7061334.249091385,4771067.709889043,59642.11026912323,45697293.12020478,0.0,10707.655583815875,9971500.476285165,11843552.399246266,10831015.97757906,0.0,0.0,0.0,0.0,0.0,0.0,6.793819840001157,789872.3124260854,879935.6078947806,1609025.227018031,0.0,0.0,0.0,0.0,0.0,76600.0,2860400.0,7170400.0,10742200.0,12892800.0,0.0,0.0,0.0,0.0,0.0,5967.541142973073,34701.33824405394,60941.68981191098,79569.35421171441,97224.37866271164,0.11925063888650328,0.12864268623980998,0.1511194145388325,0.14551088302075735,0.15325003544577953,0.16114567929982906,0.1765054413647418,0.1834699521530744,0.18264389023398295,0.17285017710481604,9673.1,9673.1,9673.1,9480.303251682992,8219.995778814096,7207.791081811906,7012.132072756002,6002.410191659592,5638.682951441849,5346.009419850706
26,7841.371226417782,0.0,0.0,0.0,0,0,0,31365.484905611767,0.0,0.0,0.0,0,0,0,125461.93962213573,0.0,0.0,0.0,0,0,0,282289.3641493084,0.0,0.0,0.0,0,0,0,784137.1226378807,0.0,0.0,0.0,0.0,0.0,0,0.0,3130040.495720876,0.0,0.0,6207.767409260764,300.21771688165654,0.0,1300.945287390021,11883370.692058796,17250.299452664236,3174.291775283532,322259.7571078613,4403.1939972829905,314434.49358871276,1300.945287390021,25237699.14343283,380938.169049865,83806.11575147702,1379869.9314855537,83877.13459235341,1061444.661228706,146206.32437812982,39160385.75589245,569362.5907747729,225864.62874113218,3607305.057864796,246589.43624896457,6229059.726672197,170138.1807324876,49088996.8689572,574017.7887908922,239674.55135307123,6061127.856764898,941389.4643001328,21338364.236274224,0.0,0.0,0.0,0.0,64182.4947979437,866510.3828715539,4454314.171771239,8490846.866367714,13071712.70647782,13950654.30408134,0.0,0.0,0.0,0.0,0.0,0.0,628000.0,1292000.0,5992000.0,8780200.0,0.0,0.0,0.0,0.0,1423.039826485258,3822.1680301081915,15721.65813251127,30565.865625603245,61176.89912320149,84513.96045633483,0.1082907105021037,0.1150729777481302,0.11809457716848841,0.11671264214262642,0.10137307826330585,0.09692692331194443,0.09433091913267666,0.10622053317929832,0.10503966361914864,0.09099991591761401,14979.2,14979.2,14979.2,14979.199999999999,13617.222894931063,11247.750390750696,8179.136534359747,6582.338150203699,5593.9365426722425,4724.948332630532
27,7445.5805467061,395.790679125058,0.0,0.0,0,0,0,25165.880240077386,6199.604644427147,0.0,0.0,0,0,0,114154.09533301234,11307.844288774879,0.0,0.0,0,0,0,264266.62396064354,18022.73982239327,0.0,0.0,0,0,0,652515.2821308087,0.0,0.0,131621.84022621435,0.0,0.0,0,0.0,2464496.514639597,15529.02678950547,0.0,648717.5112886797,7805.415328964078,0.0,17812.31274328265,7899697.478371467,431898.8465709193,0.0,3711239.8069763025,485245.7495668756,300.2072265787223,102170.51237790898,15556278.243990086,480532.5422518264,0.0,10615241.604576709,1474245.4267670622,468.15609632998434,105772.99101112918,23346753.3151585,559096.6294759128,0.0,19389326.79144429,4286026.6589713525,2497800.4790018806,165302.3310362634,30927113.5024793,589720.316912209,0.0,30625155.64627333,7499207.659741118,8607210.146282842,0.0,0.0,0.0,0.0,0.0,0.0,489322.7226948836,1576774.5884283667,3356315.835498282,4725637.315918994,0.0,0.0,0.0,0.0,0.0,146000.0,1555000.0,1555000.0,2253000.0,3447000.0,0.0,0.0,0.0,0.0,0.0,3274.8717270534366,19716.771643806816,34854.508162543614,47622.29978736163,59564.4105738477,0.1752208495847579,0.18098587203603525,0.20520016936004754,0.20420363837385277,0.21216035117000157,0.21371429864556912,0.23633858517952466,0.24084310591384203,0.23541586335473907,0.22485605091653663,4899.8,4899.8,4899.8,4899.8,4609.577189640896,3740.677524008499,2693.629718702622,2399.340484009491,2349.5795617641875,2136.154043706396
28,7841.3712264146025,0.0,0.0,0.0,0,0,0,31365.484905656565,0.0,0.0,0.0,0,0,0,125461.93962133698,0.0,0.0,0.0,0,0,0,282289.36414867255,0.0,0.0,0.0,0,0,0,784137.1226359739,0.0,0.0,0.0,0.0,0.0,0,0.0,2941475.795719335,0.0,0.0,182563.8860098634,0.0,12508.809519477703,0.0,10590987.669496078,0.0,0.0,772719.5196106011,285846.7461072893,896640.0960060334,0.0,21293380.910251636,1501.0571605020784,0.0,1574500.4061473433,824515.2723038456,4535039.546084013,1000.692792347617,33468350.68547535,99088.25752428103,0.0,3487895.1515694354,1959237.494360494,11169206.33730862,44330.7170583608,44772362.94710423,488438.16491159215,0.0,9181142.994184436,3951942.9665486785,19975504.959561016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124539.3930724682,1717967.7387279882,0.0,0.0,0.0,0.0,0.0,698000.0,1418000.0,2695000.0,4403000.0,5135000.0,0.0,0.0,0.0,0.0,0.0,7947.246207187303,16956.683487489718,28378.016393239057,42421.840028980645,57298.12745772085,0.22133626456138872,0.1633660181793703,0.1911256476797977,0.19376793098230813,0.1852837839180372,0.18770586501592273,0.17754487372895844,0.15786808441071362,0.1479742383758301,0.14845442857531999,5382.7,5382.7,5382.7,5382.7,5382.699999999999,5089.233405260287,5164.268485745658,4651.543482413419,3913.955819442331,3117.2027304841845
29,7841.371226377473,0.0,0.0,0.0,0,0,0,31365.484905371595,0.0,0.0,0.0,0,0,0,108975.69934354028,16486.24030543361,0.0,0.0,0,0,0,232778.81976979307,49510.54445045996,0.0,0.0,0,0,0,716050.4828566283,0.0,0.0,68086.64292683582,0.0,0.0,0,0.0,2613112.208706622,0.0,0.0,272239.9631028145,500.3588162619759,250695.9604268584,0.0,8606793.803658416,2001.441229862447,0.0,1319054.2978936548,183775.67610017123,2434568.7240098175,0.0,16448830.970213508,20414.725841816282,176.27720192293447,3059039.847442501,654271.5450234192,8046203.211829016,1701.2324321349308,26320107.797078196,29421.15198203101,1300.9414524211766,4107155.9632727527,801276.1113299705,18923814.401577357,1701.2324321349308,38698436.5345844,81814.87015437565,3351.548647426909,5556726.648318165,1321085.9577421278,32750601.105509106,0.0,0.0,0.0,8674.05242834887,74278.04611007468,581617.090672458,1327200.863988142,1683971.9959114776,2790832.275618722,4043232.508571783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150000.0,2882000.0,4316000.0,0.0,0.0,0.0,0.0,735.2095790048791,3165.3131330474753,8099.624332213309,23020.318910172646,35847.80187630954,47899.69456773518,0.10292403063468777,0.1315362970981538,0.16802383649626068,0.18511809293827522,0.15861600401007683,0.1400015331999294,0.12889581174225434,0.11057935426673925,0.08998301022423816,0.08222954503571313,7325.6005102225245,6646.052888063425,6133.052158928481,5569.439861388932,4760.438871607213,3966.211298892391,4040.108419904714,4235.078469811009,3934.6264135746624,3588.479397046692
30,7841.371226520706,0.0,0.0,0.0,0,0,0,31365.484905747406,0.0,0.0,0.0,0,0,0,125461.93962121007,0.0,0.0,0.0,0,0,0,282289.36414941103,0.0,0.0,0.0,0,0,0,784137.1226373989,0.0,0.0,0.0,0.0,0.0,0,0.0,2759167.150622283,0.0,0.0,163211.60305202228,214169.7831045708,0.0,600.4207796187941,9119406.65265217,7205.121842914474,0.0,2214973.029821547,1202155.707260087,1853.171904504702,600.4207796187941,19394290.988005996,7205.121842914474,0.0,4321768.947808842,4493964.063074085,11107.903287031682,3652.2190923235603,33930894.51153589,7683.452648553113,0.0,7743403.101363599,8458115.371191017,41029.14615013555,15811.013085055976,51819278.947357886,55738.74932551835,0.0,13425534.037259351,12217992.568304861,879356.2129048671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332714.11789513304,666568.8618936801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2882000.0,5796000.0,7429800.0,0.0,0.0,0.0,0.0,0.0,0.0,926.5534076551035,22030.171032316037,40727.384648824576,60152.492745157695,0.12295814775154716,0.1709451169920092,0.23594869599533358,0.21522760587472553,0.21266845079532318,0.224520873116741,0.24591799677717285,0.2421424934363772,0.23293053498352095,0.2244845398246176,5852.6,5852.6,5852.6,5322.587295473312,4616.644678118847,3948.092574475839,3003.856755956143,3234.401804559396,3878.7996591847036,4462.851577036423
